AQI,PM2.5,PM10,SO2,NO2,O3,CO,
87,37,123,9,24,109,0.53,
82,37,113,9,27,102,0.54,
77,35,103,9,27,100,0.57,
75,35,100,9,20,106,0.59,
73,35,95,9,22,100,0.57,
72,34,93,9,22,96,0.57,
71,35,92,9,26,91,0.59,
70,34,89,9,23,94,0.59,
69,34,87,10,22,93,0.58,
68,32,85,10,25,85,0.61,
67,33,84,10,33,73,0.61,
68,33,86,11,38,67,0.61,
71,33,92,11,30,85,0.66,
70,31,90,11,22,104,0.63,
66,31,81,10,17,121,0.57,
63,31,76,10,16,134,0.54,
63,32,76,11,14,147,0.54,
67,32,84,10,13,154,0.52,
67,31,83,10,14,159,0.51,
65,30,79,10,16,163,0.51,
63,30,75,9,16,163,0.51,
62,31,74,9,20,158,0.56,
67,38,83,9,42,120,0.68,
74,44,97,9,51,105,0.8,
77,41,104,11,37,129,0.91,
75,41,99,11,34,120,0.86,
74,42,97,11,32,112,0.87,
74,41,98,11,34,98,0.92,
73,40,96,11,35,86,0.99,
72,42,94,11,35,79,1.02,
72,44,93,11,33,78,1.04,
70,43,89,11,33,74,1.02,
69,43,87,11,35,69,1,
68,41,85,11,35,66,1,
66,39,81,10,41,59,1.03,
66,39,82,12,40,65,1.07,
65,37,80,12,33,82,0.98,
62,31,74,11,24,105,0.76,
60,28,70,10,17,125,0.64,
59,25,68,9,12,141,0.54,
56,23,62,8,10,145,0.49,
52,21,54,8,9,149,0.46,
48,23,48,7,10,149,0.44,
48,21,45,7,11,152,0.48,
50,22,50,7,14,150,0.48,
54,25,57,8,24,145,0.57,
62,37,74,10,48,128,0.74,
73,48,96,9,67,94,0.94,
83,52,115,10,93,51,1.16,
85,51,120,10,106,30,1.18,
84,50,117,10,103,25,1.18,
80,48,109,11,90,32,1.08,
77,45,104,10,68,44,0.9,
68,27,85,8,22,96,0.63,
53,25,55,7,12,104,0.58,
35,23,35,6,12,107,0.58,
39,27,31,6,11,107,0.6,
40,28,33,6,23,88,0.6,
41,29,34,6,29,77,0.66,
43,30,38,6,42,63,0.8,
47,31,47,7,34,81,0.8,
50,30,50,7,26,96,0.94,
46,32,46,8,23,110,0.91,
48,31,48,8,21,109,0.77,
51,29,51,8,21,109,0.71,
46,27,46,7,17,109,0.72,
43,28,43,6,20,99,0.79,
44,28,44,6,27,89,0.85,
51,32,51,6,33,81,0.9,
52,32,54,6,36,70,0.92,
53,32,56,6,42,59,0.9,
54,34,58,6,50,45,0.94,
54,36,58,6,53,35,1.01,
56,36,62,6,49,36,0.97,
56,37,62,7,50,31,0.97,
54,34,57,6,52,23,0.98,
54,32,57,6,53,17,0.98,
55,33,59,6,51,21,0.96,
57,35,64,6,48,21,0.98,
58,34,66,6,46,18,0.97,
58,36,66,6,51,14,0.98,
61,38,71,6,39,29,0.92,
70,48,90,6,30,44,0.88,
83,54,116,6,28,59,0.92,
90,58,130,6,25,76,0.9,
92,54,133,6,21,93,0.87,
90,51,129,6,19,107,0.91,
83,51,115,6,18,126,0.88,
76,46,101,6,13,143,0.86,
68,40,86,6,14,151,0.81,
64,36,77,6,15,154,0.74,
62,37,74,6,16,158,0.73,
64,36,77,6,20,158,0.74,
64,38,78,6,20,156,0.79,
64,40,78,6,29,142,0.84,
69,47,88,6,59,97,0.89,
77,52,103,6,78,63,0.97,
79,53,107,6,80,56,0.97,
78,52,105,6,64,66,0.94,
77,54,103,6,57,69,0.93,
77,56,103,6,70,42,0.96,
78,57,106,6,73,35,0.96,
79,56,107,8,56,54,0.93,
79,56,108,7,56,41,0.93,
79,56,107,7,51,40,0.93,
78,55,106,8,51,43,0.98,
79,55,108,8,48,46,1.04,
80,55,109,7,43,77,1.13,
79,51,108,7,30,114,1.23,
78,51,105,8,23,140,1.26,
73,46,96,8,19,165,1.16,
75,46,88,8,25,180,1.1,
102,48,86,8,19,204,1.07,
108,44,82,8,16,215,1.06,
113,45,78,9,17,225,1.09,
112,38,74,9,17,223,0.98,
109,36,71,8,16,218,0.84,
103,35,74,8,20,205,0.83,
75,39,74,7,31,180,0.86,
63,41,76,7,43,138,0.91,
68,45,86,8,72,88,1.02,
72,46,94,7,84,63,1.09,
69,38,87,8,47,95,0.96,
60,30,70,7,31,100,0.8,
55,31,59,7,32,91,0.8,
54,27,57,7,30,83,0.79,
51,24,52,8,29,77,0.81,
44,21,44,7,22,83,0.64,
44,24,44,7,17,95,0.66,
63,45,69,6,16,71,0.8,
76,56,101,6,20,51,0.97,
83,48,115,6,21,58,0.89,
81,42,111,7,22,72,0.91,
75,39,100,7,25,88,1.06,
68,31,85,8,19,117,0.83,
58,26,65,7,14,141,0.68,
50,22,50,7,13,147,0.57,
51,20,51,7,12,141,0.56,
56,24,62,6,13,126,0.61,
61,26,71,6,14,114,0.6,
61,25,72,6,14,100,0.53,
61,25,72,6,15,86,0.52,
61,22,72,6,17,80,0.51,
59,18,68,6,17,77,0.48,
55,18,59,6,18,76,0.48,
51,18,52,6,18,76,0.51,
48,18,48,6,18,78,0.44,
49,19,49,7,18,80,0.58,
50,17,50,7,17,82,0.47,
47,15,47,7,17,81,0.48,
49,14,49,7,18,79,0.5,
51,14,52,7,17,78,0.42,
51,10,51,7,14,80,0.34,
48,11,48,6,15,78,0.38,
43,10,43,6,17,75,0.32,
40,11,40,6,18,68,0.41,
37,12,37,6,20,59,0.52,
32,12,32,6,18,55,0.44,
27,14,27,5,18,58,0.41,
27,11,27,5,18,62,0.4,
24,12,24,5,17,63,0.39,
21,11,21,5,18,64,0.4,
22,13,20,5,17,69,0.39,
23,11,19,6,17,73,0.38,
22,12,21,6,18,70,0.38,
27,14,27,5,18,68,0.39,
34,17,34,6,21,58,0.44,
36,18,36,6,21,53,0.48,
38,22,38,6,20,51,0.49,
38,23,38,6,20,46,0.51,
34,22,34,6,19,46,0.51,
25,16,25,6,17,48,0.47,
23,16,17,5,16,48,0.47,
24,17,17,6,16,49,0.47,
21,15,17,6,15,49,0.47,
16,9,13,6,14,50,0.46,
16,9,12,5,14,52,0.48,
18,10,12,6,14,57,0.46,
18,9,13,6,16,58,0.49,
18,10,15,6,17,58,0.51,
18,11,17,6,18,56,0.52,
21,15,20,6,21,49,0.62,
20,11,20,6,21,46,0.53,
14,10,13,6,22,40,0.53,
16,11,11,6,20,42,0.54,
16,11,11,6,20,44,0.54,
14,10,10,5,22,43,0.54,
14,8,8,6,23,45,0.52,
16,6,6,5,22,52,0.49,
18,5,7,5,21,57,0.48,
17,6,7,5,20,55,0.51,
16,6,8,5,19,52,0.57,
15,5,8,5,19,48,0.56,
15,5,7,6,19,47,0.53,
14,5,7,6,19,45,0.5,
15,6,6,6,17,47,0.5,
14,6,5,6,16,46,0.47,
14,7,4,6,16,46,0.47,
15,5,3,6,15,48,0.46,
17,5,5,6,14,53,0.41,
17,6,8,6,14,55,0.4,
19,9,10,6,14,60,0.38,
18,9,12,6,17,59,0.39,
17,8,13,6,20,55,0.42,
19,6,12,6,19,60,0.4,
21,8,12,6,18,66,0.41,
21,9,17,6,19,68,0.42,
24,9,24,6,17,71,0.4,
23,9,23,6,16,65,0.36,
22,15,22,6,18,67,0.39,
25,17,25,6,20,65,0.41,
27,15,27,6,20,65,0.4,
29,16,29,6,21,65,0.37,
30,17,30,6,23,62,0.38,
31,18,31,6,23,61,0.4,
32,18,32,6,25,54,0.39,
32,17,32,6,25,50,0.4,
28,16,28,6,22,53,0.38,
24,15,24,6,22,54,0.37,
24,13,24,6,19,59,0.37,
24,13,24,6,18,60,0.37,
28,16,28,6,18,58,0.36,
31,19,31,6,17,56,0.37,
31,20,31,6,15,57,0.37,
29,20,29,6,15,57,0.37,
32,19,32,6,15,56,0.37,
33,21,33,6,18,52,0.37,
35,24,35,6,20,49,0.4,
39,25,39,6,22,49,0.44,
43,27,43,6,21,53,0.46,
45,29,45,6,20,65,0.47,
40,22,40,6,20,77,0.42,
30,16,30,6,16,88,0.39,
30,13,24,6,15,96,0.36,
33,12,20,6,14,106,0.38,
34,12,16,6,16,108,0.38,
33,14,19,6,17,106,0.38,
32,15,22,6,21,101,0.4,
34,15,34,6,25,92,0.44,
38,18,38,6,30,77,0.48,
31,19,31,6,31,72,0.46,
30,19,30,6,37,63,0.48,
30,19,30,7,39,59,0.48,
31,22,28,8,42,55,0.48,
30,21,27,8,43,49,0.49,
31,22,29,8,46,41,0.49,
31,22,29,7,45,39,0.5,
30,21,28,7,42,36,0.51,
33,23,29,7,44,30,0.5,
30,21,30,7,47,21,0.54,
30,20,30,7,45,24,0.57,
33,20,33,8,38,38,0.59,
35,18,35,8,31,55,0.57,
35,18,35,7,27,71,0.59,
35,18,35,8,20,95,0.54,
36,15,30,7,18,115,0.52,
40,14,26,7,16,127,0.52,
45,15,25,7,15,144,0.49,
46,15,23,7,14,147,0.46,
46,13,23,7,14,146,0.44,
47,16,31,7,16,150,0.46,
47,17,35,7,19,150,0.48,
44,19,34,8,25,142,0.54,
43,23,43,8,40,114,0.64,
49,24,49,8,47,94,0.63,
44,19,44,8,43,93,0.56,
37,17,37,7,34,101,0.49,
36,17,36,8,31,102,0.54,
35,18,35,9,31,96,0.61,
34,20,34,9,30,93,0.62,
36,21,36,8,29,88,0.64,
38,23,38,8,29,81,0.7,
38,25,38,8,29,74,0.74,
41,28,41,9,35,60,0.83,
48,30,48,10,42,49,0.93,
50,28,50,11,41,52,0.96,
50,27,50,10,37,59,0.93,
46,25,46,9,32,69,0.89,
44,24,44,9,29,81,0.82,
42,23,42,8,29,88,0.72,
41,22,41,8,31,85,0.67,
45,23,45,7,35,79,0.7,
44,23,44,7,39,78,0.75,
48,24,48,8,47,67,0.87,
51,29,51,10,48,73,0.94,
53,29,55,10,44,88,0.78,
53,29,56,9,44,87,0.77,
53,31,56,9,47,78,0.83,
54,30,57,9,44,74,0.8,
52,29,54,8,40,71,0.77,
53,29,55,8,40,64,0.79,
52,29,54,9,39,59,0.82,
48,28,48,9,41,51,0.86,
48,29,48,9,50,36,0.91,
51,31,51,9,57,23,0.93,
52,32,53,9,54,21,0.97,
52,33,53,9,52,21,0.96,
51,31,52,9,53,15,0.98,
53,31,56,10,53,13,1.06,
55,36,60,11,57,9,1.24,
58,34,66,12,52,18,1.33,
59,34,68,16,49,32,1.5,
60,34,70,16,52,40,1.32,
61,36,71,13,62,32,1.27,
58,34,66,13,68,31,1.29,
58,33,65,14,47,69,1.27,
60,37,70,14,48,82,1.17,
58,34,65,13,45,82,1.12,
53,28,55,10,31,87,0.82,
52,34,54,8,29,89,0.77,
57,40,63,7,24,96,0.68,
58,34,65,6,20,97,0.6,
54,26,58,6,20,88,0.57,
51,24,52,7,23,78,0.53,
52,23,53,7,27,70,0.54,
52,21,54,7,31,60,0.53,
52,20,53,7,34,50,0.5,
51,19,51,7,30,50,0.46,
52,19,53,7,26,53,0.46,
68,28,86,7,20,64,0.4,
110,43,170,7,16,75,0.4,
155,57,260,6,13,81,0.31,
175,60,300,6,15,76,0.3,
185,61,320,6,17,70,0.3,
190,64,329,7,17,68,0.36,
184,69,318,6,17,71,0.33,
173,63,295,7,14,76,0.37,
158,56,265,7,12,85,0.32,
140,53,230,6,11,98,0.3,
125,47,199,7,11,106,0.29,
117,44,183,7,12,113,0.3,
109,41,167,7,12,119,0.29,
103,38,155,7,14,121,0.29,
99,37,148,7,16,121,0.3,
95,37,139,7,21,114,0.33,
95,45,139,7,41,86,0.42,
105,50,160,7,64,51,0.47,
105,46,160,7,57,54,0.44,
103,43,155,7,58,47,0.48,
100,45,150,7,63,38,0.51,
100,41,149,7,65,34,0.48,
99,41,147,7,66,28,0.49,
98,39,145,7,65,26,0.49,
97,41,144,7,68,21,0.5,
97,39,143,8,70,16,0.56,
97,40,144,8,66,17,0.58,
101,48,152,9,60,30,0.53,
109,49,168,10,49,51,0.52,
110,49,170,10,36,74,0.49,
106,51,161,9,28,93,0.49,
100,49,149,9,24,107,0.44,
95,44,140,9,22,118,0.45,
92,42,133,9,18,134,0.44,
94,43,138,9,17,145,0.44,
98,39,146,9,16,153,0.45,
95,41,140,8,19,146,0.43,
90,40,130,8,19,142,0.43,
87,38,124,8,23,129,0.46,
85,38,120,8,32,104,0.51,
86,46,121,7,67,48,0.7,
90,46,130,7,85,24,0.84,
95,56,140,9,93,17,1.02,
97,55,144,8,92,15,1,2023.5.1
94,49,137,8,91,17,0.88,
87,47,123,9,83,22,0.89,
82,42,114,10,80,23,0.91,
81,42,112,10,85,15,0.93,
81,42,112,10,84,10,1.04,
83,45,116,12,81,10,1.16,
82,47,114,15,68,21,1.24,
80,46,110,17,55,38,1.3,
80,48,109,17,46,57,1.21,
77,40,104,15,36,78,1.06,
73,36,95,12,29,98,0.86,
67,32,83,10,21,122,0.63,
61,25,71,9,15,143,0.52,
57,25,64,8,12,158,0.44,
54,20,58,7,11,156,0.38,
51,19,51,7,10,151,0.31,
48,19,45,7,11,153,0.3,
51,19,51,7,15,159,0.37,
58,25,66,8,22,151,0.47,
64,27,77,9,26,136,0.54,
64,28,77,9,26,123,0.53,
60,27,70,9,27,112,0.54,
59,26,67,9,30,101,0.57,
60,27,69,9,27,103,0.56,
61,27,71,8,27,100,0.57,
62,28,73,8,33,88,0.57,
62,25,74,8,37,77,0.57,
63,27,75,9,37,71,0.62,
62,29,73,9,46,58,0.63,
62,31,74,11,51,50,0.71,
63,30,76,12,52,47,0.81,
63,32,76,13,47,55,0.89,
65,33,79,14,41,69,0.96,
65,35,79,13,35,82,0.93,
63,33,76,12,33,88,0.88,
65,35,79,13,29,97,0.86,
66,39,82,12,27,105,0.84,
66,37,81,11,27,109,0.82,
70,36,89,10,26,109,0.82,
73,37,95,9,23,114,0.78,
66,35,82,8,21,113,0.71,
67,34,83,8,31,92,0.74,
67,39,83,7,34,75,0.81,
65,38,80,6,34,71,0.79,
57,37,63,6,32,68,0.88,
58,41,60,7,34,57,0.98,
59,42,67,7,34,50,1.02,
59,39,68,7,30,52,1.01,
59,41,68,8,27,56,1.07,
58,40,65,8,25,60,1.03,
57,38,63,8,25,61,1.03,
54,35,58,8,23,62,1.06,
53,34,55,9,23,61,1.03,
51,32,51,9,25,57,1.03,
49,30,49,10,27,56,1.03,
49,30,49,10,32,51,1.03,
51,31,51,10,35,46,1.12,
51,30,51,8,35,40,1.09,
51,30,51,7,38,38,1.09,
50,30,50,7,30,48,1.03,
44,30,44,6,22,60,0.99,
41,27,41,7,18,78,0.93,
39,26,39,7,15,87,0.81,
41,27,41,7,16,93,0.73,
43,28,43,7,18,97,0.78,
45,27,45,7,20,96,0.82,
47,29,47,7,26,83,0.89,
52,29,54,7,27,71,0.88,
51,28,52,7,34,56,0.88,
45,28,45,7,35,49,0.86,
39,24,39,7,25,58,0.74,
35,23,35,8,26,54,0.74,
35,24,35,8,26,51,0.72,
33,21,33,8,24,54,0.73,
31,20,31,8,23,53,0.69,
33,20,33,8,31,36,0.72,
37,25,37,7,31,33,0.74,
30,18,30,6,40,14,0.82,
36,22,36,10,50,28,0.82,
41,23,41,7,52,11,1.05,
47,18,47,6,38,31,0.83,
43,23,43,7,40,44,0.87,
39,22,39,7,29,54,0.74,
37,20,37,7,22,74,0.61,
36,20,36,7,20,82,0.57,
34,19,34,6,16,82,0.56,
33,19,33,6,16,73,0.54,
32,21,32,6,21,64,0.59,
41,23,41,5,29,49,0.64,
45,21,45,5,29,50,0.69,
28,13,24,5,13,90,0.56,
26,8,10,5,18,84,0.57,
27,8,9,5,17,86,0.58,
24,9,7,5,18,77,0.61,
19,11,10,5,20,60,0.79,
18,10,12,5,19,56,0.72,
16,10,11,5,18,52,0.66,
17,9,10,5,15,55,0.67,
15,9,10,5,15,49,0.68,
16,10,16,5,14,51,0.73,
17,12,17,5,13,52,0.74,
19,13,17,5,16,47,0.74,
24,14,24,5,17,47,0.76,
30,19,30,5,17,52,0.77,
33,18,33,5,15,59,0.73,
32,17,32,5,14,70,0.68,
31,14,31,5,12,83,0.6,
29,12,22,6,11,93,0.63,
30,13,20,6,11,97,0.63,
31,9,20,5,10,100,0.64,
31,11,21,6,12,98,0.69,
31,10,18,6,13,100,0.68,
30,11,19,6,13,95,0.64,
28,12,25,6,13,91,0.66,
26,11,25,6,14,83,0.63,
24,13,23,6,14,77,0.67,
26,12,26,6,14,75,0.66,
26,13,26,7,14,74,0.63,
26,13,26,7,15,71,0.66,
24,13,24,6,11,71,0.57,
23,16,20,6,11,69,0.5,
24,17,20,5,10,69,0.48,
23,16,19,6,10,69,0.51,
22,15,20,6,10,70,0.61,
27,19,22,6,11,66,0.68,
24,16,24,6,11,65,0.67,
26,16,26,6,14,61,0.67,
25,15,25,6,16,54,0.68,
21,13,21,6,17,51,0.7,
18,12,18,6,16,53,0.73,
19,8,18,6,15,60,0.67,
26,7,26,6,14,60,0.63,
20,9,14,6,13,65,0.57,
23,12,22,6,14,73,0.56,
27,17,27,5,17,71,0.56,
31,18,31,5,19,61,0.57,
35,20,35,5,19,59,0.57,
37,19,37,5,18,67,0.54,
41,19,41,6,17,77,0.52,
43,19,43,6,15,79,0.48,
37,19,37,6,15,82,0.53,
36,19,36,6,15,79,0.54,
37,20,37,6,14,78,0.53,
34,17,34,6,13,82,0.53,
32,15,32,6,13,83,0.5,
36,16,36,6,13,86,0.49,
37,14,37,6,12,88,0.44,
34,13,34,7,12,89,0.44,
33,14,33,7,13,86,0.43,
33,13,33,7,14,81,0.43,
36,14,36,7,15,74,0.42,
39,14,39,7,16,70,0.42,
41,15,41,7,14,72,0.46,
44,16,44,8,14,77,0.44,
45,17,45,8,14,86,0.46,
41,16,41,8,14,100,0.44,
41,19,41,8,12,118,0.44,
44,20,44,8,12,129,0.43,
44,21,44,8,12,132,0.42,
41,18,39,7,12,131,0.42,
40,18,38,7,12,127,0.42,
38,16,36,7,13,122,0.41,
38,15,35,7,16,120,0.43,
38,17,35,7,17,120,0.44,
37,17,35,7,17,119,0.5,
38,16,35,7,16,121,0.44,
37,17,33,7,17,117,0.46,
35,14,30,8,18,111,0.52,
33,17,32,8,19,106,0.53,
34,15,34,7,19,103,0.46,
34,16,34,7,19,100,0.43,
33,19,33,7,19,94,0.49,
33,19,33,7,17,99,0.51,
34,19,34,7,20,93,0.49,
36,19,36,7,30,78,0.54,
41,21,41,8,30,77,0.58,
47,24,47,9,28,84,0.72,
47,23,47,10,27,94,0.77,
45,23,45,10,22,117,0.69,
44,24,41,10,18,140,0.63,
50,23,38,10,15,159,0.6,
63,25,37,10,14,170,0.57,
64,25,42,9,13,171,0.53,
64,23,41,9,13,171,0.5,
64,24,39,9,14,171,0.48,
63,26,40,9,16,170,0.53,
49,23,43,9,22,156,0.54,
48,26,48,8,34,132,0.58,
52,27,53,8,44,106,0.59,
52,25,53,8,38,107,0.49,
43,21,43,7,23,123,0.43,
38,17,33,8,19,121,0.46,
35,16,31,9,21,112,0.47,
32,21,32,12,26,97,0.69,
35,17,35,11,29,84,0.64,
35,18,35,11,32,75,0.62,
35,19,35,11,34,68,0.69,
37,20,37,11,38,60,0.64,
41,24,41,11,41,60,0.66,
44,24,44,13,36,73,0.74,
45,23,45,15,29,90,0.82,
43,27,43,14,26,101,0.78,
41,26,41,14,24,114,0.68,
42,24,42,14,22,131,0.69,
47,22,43,13,19,151,0.64,
58,24,43,12,17,166,0.67,
71,26,46,12,17,177,0.66,
81,27,48,11,18,185,0.66,
75,27,51,11,20,180,0.62,
64,27,53,10,21,171,0.58,
48,25,48,10,25,155,0.53,
48,25,48,8,30,133,0.51,
50,27,50,8,35,112,0.5,
48,21,48,8,28,114,0.46,
44,22,44,7,21,112,0.46,
41,24,41,7,20,110,0.47,
42,24,42,6,17,109,0.48,
41,27,41,6,17,103,0.49,
40,28,39,6,16,102,0.51,
36,24,36,6,18,95,0.51,
37,26,34,6,18,96,0.56,
37,24,37,6,21,94,0.53,
37,26,37,7,25,92,0.51,
38,25,38,7,31,84,0.57,
44,29,44,7,34,78,0.61,
47,29,47,7,36,72,0.64,
45,28,45,6,30,77,0.57,
43,30,40,6,25,87,0.58,
41,29,39,6,22,92,0.57,
39,27,39,6,19,95,0.5,
41,29,40,6,23,88,0.56,
41,26,41,6,20,91,0.53,
38,22,38,6,19,105,0.49,
35,22,35,6,20,101,0.5,
36,24,36,6,21,95,0.5,
33,23,33,6,19,94,0.49,
32,19,32,6,16,99,0.47,
31,18,31,6,16,100,0.46,
32,19,29,6,16,102,0.47,
33,19,29,6,17,107,0.48,
34,21,29,7,18,109,0.51,
36,23,28,6,16,114,0.48,
33,23,32,7,18,106,0.56,
35,23,35,6,17,101,0.49,
38,25,38,7,18,90,0.46,
47,31,47,6,21,71,0.5,
53,36,55,6,24,60,0.56,
54,37,58,7,25,59,0.59,
57,39,63,7,23,67,0.59,
58,37,65,8,22,83,0.62,
57,34,64,8,18,105,0.59,
57,38,64,8,19,111,0.66,
58,40,65,7,19,111,0.6,
57,37,64,7,17,124,0.54,
53,35,56,8,17,141,0.53,
48,32,48,7,18,147,0.47,
49,29,49,7,18,151,0.48,
51,27,52,7,21,149,0.48,
51,28,51,7,24,143,0.49,
51,29,51,7,35,123,0.52,
53,37,56,7,44,98,0.57,
60,42,69,7,44,94,0.62,
65,47,80,7,43,89,0.62,
66,48,82,7,39,85,0.62,
69,50,81,7,36,79,0.61,
70,51,82,7,36,74,0.6,
70,51,84,7,38,68,0.6,
70,51,83,7,34,71,0.61,
69,50,83,7,31,75,0.62,
68,49,80,8,32,71,0.62,
65,46,79,8,36,69,0.66,
64,41,78,8,33,83,0.62,
62,36,73,9,27,104,0.61,
58,34,66,10,24,121,0.58,
56,31,61,8,20,138,0.56,
52,30,54,8,17,152,0.51,
50,26,50,7,15,160,0.49,
50,26,47,7,15,160,0.49,
50,27,45,7,14,159,0.47,
50,24,47,7,14,159,0.51,
48,26,46,7,16,155,0.5,
47,23,43,7,17,149,0.5,
42,24,42,7,23,131,0.52,
44,27,44,7,33,108,0.54,
47,27,47,7,43,84,0.59,
51,29,52,8,58,62,0.64,
54,33,57,8,76,37,0.72,
57,34,63,7,79,28,0.71,
57,31,64,7,70,36,0.68,
55,33,59,7,61,39,0.61,
57,37,63,7,52,46,0.61,
57,37,63,8,49,45,0.59,
57,39,63,8,51,39,0.62,
56,40,59,8,48,42,0.63,
55,37,60,9,48,43,0.68,
55,36,60,9,38,61,0.7,
52,31,53,9,29,85,0.67,
49,29,49,9,30,92,0.66,
46,28,46,9,25,105,0.62,
42,26,42,9,22,122,0.6,
43,22,41,9,19,137,0.6,
46,21,39,8,16,146,0.54,
46,22,37,8,15,147,0.52,
45,20,36,8,18,143,0.51,
46,23,39,8,18,147,0.54,
46,25,43,8,20,146,0.58,
47,27,47,8,26,133,0.61,
51,32,52,8,31,116,0.63,
53,35,55,8,34,104,0.66,
54,36,58,8,37,92,0.69,
54,38,57,8,45,75,0.72,
54,38,57,8,53,59,0.72,
56,40,59,8,59,44,0.72,
58,41,61,8,65,33,0.77,
59,42,63,7,62,31,0.78,
65,47,71,7,64,26,0.78,
80,59,88,7,71,18,0.78,
73,53,93,8,67,20,0.79,
72,49,94,8,60,26,0.79,
65,44,79,8,52,40,0.78,
59,35,67,8,39,67,0.73,
54,32,58,9,27,98,0.69,
52,29,54,11,21,127,0.71,
52,30,53,11,20,138,0.68,
51,33,52,10,19,148,0.64,
48,29,48,10,18,153,0.57,
49,27,44,9,20,156,0.6,
48,26,47,9,24,155,0.58,
55,26,59,9,21,158,0.61,
51,28,52,9,23,158,0.62,
55,35,59,9,27,151,0.66,
60,43,69,9,34,135,0.72,
66,48,77,9,41,115,0.74,
71,52,80,9,52,97,0.84,
74,54,82,10,55,89,0.81,
75,55,82,9,50,80,0.8,
76,55,101,9,54,63,0.8,
74,54,83,10,55,59,0.8,
72,50,94,10,54,55,0.77,
69,47,87,10,51,52,0.73,
59,42,67,11,49,50,0.7,
57,40,64,10,49,50,0.69,
58,38,65,9,46,54,0.68,
59,41,68,9,41,62,0.72,
59,38,68,9,34,82,0.73,
59,35,68,9,24,107,0.7,
58,34,66,9,18,132,0.67,
55,31,59,9,14,151,0.59,
51,29,52,9,13,158,0.5,
53,31,49,8,14,162,0.49,
60,30,45,8,15,168,0.48,
66,29,45,8,15,173,0.48,
66,29,48,8,17,173,0.5,
52,29,53,8,23,158,0.53,
52,33,53,8,34,138,0.58,
60,33,69,8,33,122,0.58,
62,35,73,8,46,93,0.62,
61,37,72,8,46,84,0.63,
59,38,67,8,50,70,0.64,
61,44,71,10,51,65,0.72,
68,49,79,9,56,53,0.76,
80,59,89,9,56,50,0.77,
85,63,97,9,54,49,0.79,
90,67,103,9,48,48,0.82,
106,80,115,9,54,38,0.92,
106,80,124,10,58,33,1.09,
100,75,123,10,51,43,1.13,
94,70,111,11,54,47,1.18,
81,60,102,12,46,63,1.13,
74,54,93,11,43,72,1.14,
70,51,87,10,35,91,0.99,
63,42,76,9,26,103,0.86,
61,43,71,9,25,103,0.81,
56,35,62,7,26,98,0.72,
53,36,56,7,29,91,0.73,
56,40,55,7,26,93,0.73,
45,21,45,6,16,100,0.51,
34,19,34,6,19,98,0.56,
50,35,40,6,22,90,0.68,
43,27,43,6,19,95,0.69,
36,24,36,6,17,90,0.63,
30,18,30,6,16,91,0.6,
28,19,26,6,14,90,0.66,
27,18,25,6,12,87,0.66,
26,17,24,6,11,84,0.62,
25,17,25,6,12,78,0.66,
24,16,24,6,11,76,0.64,
24,17,23,6,12,67,0.63,
27,17,27,5,15,58,0.66,
26,15,26,5,20,52,0.71,
23,12,23,6,22,57,0.72,
19,7,19,6,22,60,0.73,
22,7,13,6,18,69,0.66,
20,10,15,6,23,65,0.83,
22,13,22,6,24,71,0.93,
22,13,22,6,28,62,0.82,
22,15,22,6,22,62,0.69,
23,9,19,6,16,72,0.57,
25,7,16,6,17,80,0.57,
25,8,15,6,21,79,0.58,
27,10,19,6,21,87,0.58,
25,10,21,6,25,81,0.59,
26,13,26,6,34,66,0.66,
36,17,36,5,49,44,0.8,
44,23,44,6,65,22,0.87,
47,23,47,6,74,10,0.9,
46,26,46,6,70,9,0.91,
45,25,45,6,65,12,0.87,
46,24,46,5,61,12,0.81,
42,21,42,5,52,19,0.73,
42,20,42,6,49,18,0.71,
44,22,44,6,42,27,0.7,
44,21,44,6,38,30,0.68,
43,20,43,6,37,27,0.7,
47,22,47,6,37,31,0.72,
50,19,50,6,32,48,0.71,
50,21,50,6,27,72,0.81,
48,20,48,7,25,97,0.92,
46,22,46,8,22,135,1.04,
50,24,41,9,21,159,1.02,
83,27,48,11,22,186,1.08,
101,28,52,10,17,201,0.89,
102,26,51,9,15,204,0.74,
99,29,49,8,15,199,0.73,
79,29,50,8,19,183,0.66,
71,32,52,7,25,177,0.66,
58,30,56,6,26,166,0.66,
55,35,59,7,44,119,0.78,
56,40,62,6,71,97,0.8,
60,40,69,6,71,75,0.81,
63,43,76,6,82,48,0.83,
65,45,79,7,86,40,0.89,
65,47,80,6,82,31,0.94,
65,45,79,7,73,35,0.88,
63,41,76,7,59,45,0.78,
60,39,70,7,47,55,0.69,
56,39,62,8,45,46,0.71,
56,37,61,7,43,40,0.72,
56,39,62,9,42,44,0.88,
63,45,71,10,43,50,1.09,
66,47,82,9,36,73,1.08,
68,46,86,9,29,102,1.06,
67,45,83,8,22,139,0.96,
63,41,76,8,17,168,0.88,
80,36,64,8,13,184,0.74,
83,34,56,7,12,186,0.67,
84,33,52,7,12,187,0.61,
76,29,49,7,13,181,0.6,
78,30,49,7,14,182,0.58,
63,31,51,7,21,170,0.62,
52,31,54,7,38,144,0.63,
55,34,60,7,49,116,0.67,
59,38,68,7,63,88,0.76,
63,41,75,7,68,79,0.86,
67,46,83,8,49,91,0.87,
71,51,92,8,50,82,0.89,
76,56,98,8,52,71,0.93,
81,60,103,7,53,61,0.99,
